x,x,x,x,x,x,x,x,f
0.041352,-1.3909,1.1162,0.79775,1.1224,0.49539,-0.298,-1.5536,-2.2727
0.77058,-0.21224,-1.7339,-0.038584,1.5549,0.42933,-1.1189,-0.0028526,0.94779
0.78631,-1.4529,0.22409,1.0887,0.98208,0.12564,-0.82411,-1.2073,0.30837
-0.53487,-0.50987,-0.41431,1.3964,0.034717,0.031488,0.73408,-0.15937,-1.2442
-1.7259,1.2489,-1.0289,1.5072,0.84493,-0.71704,1.0327,1.0556,0.68742
0.62275,0.29957,0.23577,-0.11007,1.6024,-0.86231,1.0519,1.7336,0.11129
1.1321,-1.4501,-0.93419,-0.90883,0.77863,0.039617,0.13445,0.75207,1.5533
1.0674,1.4725,-0.45866,1.2685,-0.40459,-1.2344,-1.4145,-0.42872,1.4052
-1.3635,-0.55795,-1.5337,-1.3251,-0.73297,0.20099,0.65147,1.0235,-0.53806
0.842,-0.71899,0.5907,-0.84008,-1.0343,1.0739,-0.56271,-0.038779,0.45182
1.0658,0.52288,0.71985,-0.63077,-1.2525,-0.070863,0.097145,-1.6854,-0.31403
1.0882,1.013,-1.1119,0.97212,1.3527,-1.1243,-0.40851,-0.61303,0.80876
0.11749,0.93543,-0.89526,-1.2142,0.30557,-1.2892,0.96942,-1.517,0.55974
-0.70304,0.14314,1.4094,0.40631,-1.3905,1.008,-1.1297,-1.6121,-0.69463
0.014224,-1.5211,0.1584,1.3344,1.6708,1.002,1.4437,-0.051159,-2.6076
-1.3787,0.31141,-0.36974,-0.65028,-0.80087,0.94756,-1.6624,1.3852,-0.42001
-0.17854,0.14651,0.061576,-0.45505,0.15755,0.97587,-0.25466,-0.13509,0.87632
1.3205,1.1361,-0.30975,-1.7033,-0.74987,0.9232,-0.10299,0.32212,0.19704
-0.279,-0.88971,0.036756,0.33143,-1.238,0.34018,0.21,-0.52124,-0.98148
-1.3784,0.88268,-0.33323,-0.11378,1.48,-0.38877,0.22741,-0.88932,0.92049
1.6685,-0.39561,-1.2899,-1.1761,-0.75005,0.31266,-0.64012,-0.27737,-1.0262
-1.6002,1.0759,-0.85818,1.5423,-0.84164,-0.3804,-0.45184,-1.4725,-1.3886
-0.2505,0.3248,-0.70143,1.4568,-1.5376,0.96063,-0.96548,0.92317,-0.10377
1.3469,0.64702,0.75765,1.2779,0.11647,1.5859,-0.92307,0.62879,0.14475
-0.061334,-1.4751,-1.6964,0.9341,-0.035361,1.538,0.4947,-1.6723,0.4943
-0.0062589,-0.46492,0.24993,1.284,0.41885,-1.3045,-0.92307,0.37554,0.55145
-0.83497,1.6681,-1.1091,0.82626,0.5185,-0.74674,-1.6059,0.48628,-0.38764
1,-0.79359,0.60746,1.5403,-0.9457,-0.4805,-1.3683,-1.5935,0.19912
-0.87581,-0.86242,-0.25183,-1.4393,-1.2544,1.5506,0.76671,-0.6094,2.0222
0.89093,0.48406,-0.89618,0.26392,-0.59888,-1.4249,1.0903,-1.4206,-0.8966
-0.98197,0.33314,0.8516,-1.7257,-0.57385,-0.59665,0.44575,0.25719,0.34045
-0.35629,0.50138,1.0214,0.008859,-0.046366,0.23046,-0.0055092,1.0808,0.70085
1.3747,-0.22796,-0.84523,0.45588,1.6465,-0.14305,-1.1181,-1.5946,0.80114
-0.827,0.21159,0.42749,1.3905,-1.0119,1.4836,0.015593,0.011952,-1.5908
0.19039,-0.5115,-0.28277,-0.56888,1.61,-0.31464,0.24324,0.038704,0.9015
-0.88404,0.9726,-0.5308,-1.7014,0.48748,-1.0092,0.57972,0.99443,-0.46815
0.72822,1.0898,0.27953,1.1778,0.49486,0.20557,-0.29972,-0.83735,0.45088
1.6217,-0.38233,-1.6437,-1.554,1.0465,-1.203,-1.001,-0.11297,-2.1437
-0.6881,1.5388,1.601,0.27676,0.10683,1.1357,0.69493,1.2758,-0.95021
-1.1325,1.2536,0.67611,1.0568,-0.97428,0.97695,1.2251,1.2146,-1.8162
0.050362,-0.68553,0.079845,0.096443,-1.6115,-0.74521,0.56437,0.39737,-0.088372
0.056648,-1.0436,-1.5331,-0.58258,0.0062453,1.6443,-1.0668,-0.53823,0.46273
-0.78948,-1.407,0.9574,-0.95834,-0.2801,-0.77175,-1.5738,0.29904,-2.1741
0.73302,0.19731,-1.6753,0.73645,1.3722,-1.4522,0.1141,0.39878,-0.13064
1.1024,0.23986,-1.5715,0.80269,1.7055,1.4061,-1.3799,0.034067,1.1604
-0.28341,-1.288,0.40822,1.0006,0.58477,-0.014361,-0.21851,-0.80863,-0.039323
0.75911,0.62358,-0.15583,1.2326,-1.0358,0.1926,1.3692,0.64676,-1.4621
-0.91585,-0.095966,-0.19986,-1.1724,-0.18736,-1.2937,1.6324,-0.9484,1.231
-0.053097,0.89603,-0.38479,0.89727,-0.3156,-0.56232,1.144,-1.45,-1.1694
-1.2974,-0.97832,-1.4542,1.0363,0.9586,-1.286,-0.26357,0.069887,0.73114
0.89767,0.21297,-0.40901,-0.63243,-0.94862,-1.0232,0.58001,0.12138,-0.60639
-0.15702,0.46063,-0.73994,-0.84008,-1.1696,-0.66175,0.26057,-0.86924,-1.0014
0.66528,-0.13634,0.68393,-0.56673,1.1079,0.37205,1.0434,1.4277,0.10197
-1.6174,-0.24635,1.5353,1.3158,0.25586,0.79616,-1.3445,1.6643,-0.2547
-0.9025,-0.71806,-0.99553,1.6597,1.1557,1.6577,1.3355,-1.3725,-0.23714
0.90673,-0.75443,-1.6505,1.5756,0.36976,-0.83019,-1.153,-1.5336,0.07484
-0.98931,1.5676,0.25209,-0.78589,1.0014,0.29183,-0.31238,-1.6876,0.53705
-0.32815,-1.5759,1.7011,-1.7254,1.0466,-0.079001,-1.1305,-0.21518,-0.010879
-1.6455,-0.22555,0.4697,0.77189,0.25406,-0.60235,-1.3998,1.4988,-0.57144
-0.7892,0.8653,-1.1844,-0.73813,-0.56196,0.20999,-0.53757,1.4863,-0.34029
0.08102,-0.1898,-0.029821,1.1919,-0.2335,-0.93484,-0.20514,0.64719,1.0251
-0.29021,-1.6014,0.28273,1.31,-0.10684,-1.4964,-0.95269,1.1452,0.33832
0.66026,-0.96765,-1.2242,-0.0044535,-0.98653,1.1028,0.97214,-1.028,1.12
0.43113,-1.2891,-0.70249,0.59023,1.5789,1.0775,-0.34059,-1.477,-0.68174
-0.43687,0.4789,1.1426,0.04453,0.60048,1.305,-1.1206,-0.036713,0.42259
1.3348,1.3639,-0.68631,1.6715,0.23366,-0.95976,-0.079057,-1.3472,0.50592
1.7022,1.2029,-1.44,-0.64115,-1.0954,-1.1358,-0.56188,1.5881,0.64397
-1.069,-1.2018,-0.65526,-1.7147,0.33858,-0.83784,0.71196,-1.6862,1.1334
1.0398,-0.0017914,1.5568,-1.6406,-0.3115,-1.3787,-0.6913,1.0328,-0.73661
0.31918,1.4734,-1.2898,0.69556,-1.3345,-0.42406,-1.4546,0.77617,1.7396
0.59018,-0.32457,-0.1345,1.4972,0.10096,-0.72086,-1.0525,-1.2051,0.3658
-0.10718,-1.2491,0.2782,1.0486,-1.0906,-0.83653,0.85489,-0.2857,-0.22582
-0.83643,1.1527,-0.17468,-1.3231,1.2195,0.17224,-1.5322,-0.8388,0.24289
0.50486,-0.14165,1.6153,-0.47234,-0.42356,0.78233,-1.0446,0.24574,0.54253
-0.16669,0.5514,1.6833,0.9545,-0.88397,-1.6599,-1.5481,1.0548,0.7721
1.6946,0.87685,-1.2066,0.39112,0.12545,1.0258,-0.50528,1.1075,0.42721
-1.4172,-0.76639,1.1142,-1.4934,0.15265,1.618,1.6784,0.25245,-0.756
0.29604,1.5406,0.4354,-0.86313,0.90777,1.4483,0.3245,-1.0783,-0.2435
0.5856,1.3589,0.80456,0.16215,0.4025,-1.5568,-1.2541,-1.6971,0.29251
-0.55574,-1.1938,1.6321,-0.97179,0.081008,-1.37,-0.50577,0.31709,0.23003
0.063911,1.6791,0.47755,0.18713,-0.69024,1.4187,-1.6487,0.10586,1.0836
-0.084212,0.33619,0.38453,-1.2363,-0.13173,0.57822,0.95382,1.6007,0.54971
0.13076,-1.4378,-0.18687,0.32273,0.68417,0.78408,-0.8114,-0.70352,1.2263
1.3201,-0.494,0.077557,-0.44196,0.062199,0.18599,0.86917,1.3376,0.75471
-0.75023,-1.1758,0.66929,0.64022,1.0621,-0.91347,-1.3371,-0.88911,0.76851
1.654,-0.15764,-0.68007,0.68816,-0.69793,0.75768,0.33851,-0.92754,-0.48036
1.4473,0.49477,-1.5592,0.71864,-0.15566,1.1069,1.5927,-0.67385,0.36408
1.247,-0.28857,1.6443,-0.21174,-0.76657,-1.4052,-1.7127,-1.7265,0.16359
-0.52345,-0.57982,-0.0092003,0.5988,-1.6549,0.072043,0.40373,1.1303,-0.14325
0.099508,1.4371,1.1086,-0.09462,0.08542,-0.016277,0.44484,-0.3336,1.0037
1.3599,1.3461,0.42696,1.1916,-1.4281,0.3774,-1.4487,-1.6778,-0.45308
0.42597,0.311,-0.97571,0.58886,-1.657,0.53641,-1.0496,-1.4147,-2.0423
-1.6203,0.73423,0.5103,-0.62569,-0.40601,1.068,0.58552,0.56254,0.36127
0.65433,0.4536,0.44787,1.4146,0.14505,0.3465,-1.292,-0.064772,0.60642
0.53668,-0.07809,0.68856,0.2983,-0.82788,-1.5734,-1.5114,0.43913,-0.3472
-0.5642,0.33209,0.55013,-1.5062,0.33812,0.39992,-0.37411,1.4945,-0.43878
1.0701,1.0212,-0.87367,0.56804,1.4262,-0.41356,-0.10483,-1.5831,0.85451
0.62104,-1.2726,-1.4465,-0.29599,-0.68367,-1.4209,-0.2828,-1.3552,-0.24467
0.17681,1.1815,-0.0088299,0.38627,-0.026709,-0.59582,-0.40714,0.38913,1.2418
-0.61492,1.4538,1.5898,-0.3232,1.5224,1.4804,1.5941,1.3972,-1.237
0.45293,1.3792,-0.14465,-0.57,0.23256,-1.6657,-0.51498,-0.14713,-0.46405
0.53639,0.37928,1.5038,0.73774,-1.4589,0.88978,1.2795,0.87559,0.3883
-1.3967,-1.4766,-0.17564,-1.3755,0.99746,-1.4501,-1.571,1.4874,-1.8507
1.6525,-0.90521,0.99806,0.074016,0.43894,-0.05672,1.4652,-0.79829,-0.31998
-1.2718,1.1721,0.6538,-0.18543,0.95526,0.95197,0.9515,1.675,-0.24165
-0.24215,-0.16501,0.63636,0.19674,-1.6189,-0.34276,1.1165,-0.010867,-1.0265
0.69707,-0.35428,0.58138,-0.7817,-1.0134,-1.5731,-0.51448,0.70973,-0.90877
-0.54487,-0.31833,0.94635,0.089399,0.38763,0.52157,0.19131,-0.78258,-0.78862
-1.5464,0.17143,1.6376,0.51906,-0.16172,-0.29806,-0.454,-0.31227,0.12834
1.6626,-1.2509,-1.7213,-0.61516,-1.2274,0.087709,1.1572,0.5567,-0.43559
1.3802,0.49322,-1.6653,-0.3042,-0.95362,-1.4852,1.565,-0.36123,-1.8642
0.23521,-1.0982,0.30346,-0.048831,-1.6755,-0.27199,0.20812,-1.532,-1.0007
0.34145,-0.94675,-1.2421,-1.4004,-1.6571,1.0382,0.46166,-1.5534,2.018
1.4865,-0.45675,0.18019,0.61599,1.1048,-1.6076,0.69301,-1.68,0.27504
-0.27821,0.72846,1.211,-1.1218,0.1125,0.64906,0.77443,0.53484,0.74207
0.031838,-1.0883,0.81583,-0.71472,-0.18032,0.79413,1.0929,0.090232,-0.15348
1.3434,0.25132,-1.4912,0.28547,-0.95298,0.98592,-1.5712,1.2549,-0.3921
0.06162,-1.2709,0.51258,1.0492,0.32631,0.50562,-0.44727,0.84261,0.56565
-0.81973,-0.92208,1.4086,0.45489,0.42288,0.81953,-1.4295,-1.1631,-0.55405
0.3049,-0.93363,0.071518,1.13,1.59,-1.5768,-1.3721,-0.20582,-0.61167
0.22507,-0.78363,-1.2229,-0.1818,-1.6458,1.3683,0.041485,-0.78923,0.78045
1.0004,-0.84001,0.14459,-1.215,1.4404,0.75123,-0.95236,-0.66296,0.45064
0.91289,-0.13144,1.5138,-0.20719,-1.2174,1.5024,1.0266,-0.7165,1.2223
0.93284,1.2381,0.54677,0.1007,0.1178,-0.03802,-0.51241,1.5012,0.57903
-0.6654,-0.27552,0.046253,-1.2392,-1.3344,-1.6824,-0.36053,0.70521,-0.77928
0.89635,0.30877,-0.26517,-0.20363,-0.97097,-1.7036,-1.2567,-1.6693,-0.35049
-0.7213,-0.5349,1.0982,0.75423,-0.47476,-0.74145,-1.355,1.2715,0.21033
1.2885,-0.48032,-0.074332,-1.2128,-1.1023,0.18011,1.4844,-1.1485,1.1997
0.93771,0.056443,1.0034,-0.81202,0.34402,-0.97332,-0.53109,-1.3374,0.0063487
-0.5829,-1.2733,-0.48892,0.16396,1.4267,-1.6107,0.6474,0.75468,1.1816
-0.26216,-0.88496,1.4807,-0.45927,-0.72016,-1.7016,-1.4951,-1.1528,0.0077055
0.79047,-1.5123,-0.28955,0.3448,-1.1692,1.0808,-0.72542,1.1966,0.27017
-1.6824,-0.80496,-1.1219,1.6061,-0.65421,-1.5154,1.5822,-0.14601,-1.1593
1.659,-0.77213,0.82995,-0.63052,0.74344,0.46505,0.32464,0.61253,0.55449
-1.1269,-0.24963,-0.68445,0.63112,-1.2701,-1.5284,-1.6408,1.3983,0.37208
-1.5735,-0.2246,-1.6165,-1.4894,-1.7145,-1.149,-1.1704,0.44156,1.549
-1.6078,1.4383,-0.74442,-0.57013,0.5933,0.10673,-1.3283,-0.54251,0.80239
-1.1115,-0.71137,0.72442,-0.57193,-0.41623,1.4836,-0.20145,0.72502,0.90138
1.4155,0.56528,0.91954,1.4528,0.020538,1.5787,-0.3992,0.86654,-0.37616
-1.4576,-0.84536,-1.6587,-0.48179,0.81951,-1.0897,1.5303,1.1384,1.3136
0.24447,-0.1293,-0.51322,-0.0082539,1.4076,-0.45098,-1.3261,-1.1848,0.57532
0.98913,-0.85898,-0.050913,-0.087805,-0.1883,-1.6165,-1.3258,1.4149,-2.8562
-1.1211,-1.3987,-1.406,-1.3801,-0.33753,0.71669,-0.88948,-0.91605,0.16413
0.027432,-1.5033,-1.307,0.29043,-1.184,0.53602,0.76521,0.51005,-0.9018
-0.12776,-0.78009,1.0453,-1.1749,-1.258,-1.4171,1.2844,0.8251,0.16506
-0.07355,1.343,1.0728,1.1869,1.305,-1.098,-1.076,-1.069,0.77837
-0.76372,1.0315,0.25838,1.1456,-1.1912,1.2032,1.4797,1.3097,-0.58477
1.2014,-1.6482,-0.72822,0.83758,-0.1286,-0.25179,0.26894,0.64332,1.3586
-0.21336,1.5963,0.92788,1.5654,0.87253,-1.2333,-1.6876,1.3328,-0.97418
1.5507,-0.16519,0.23307,0.72003,-1.0829,0.90496,-0.30825,-0.36973,-0.72878
-1.517,0.24156,-1.6509,1.2212,-0.66822,-0.8911,-1.2825,0.9528,1.3423
-1.4487,0.88437,-0.29097,-1.3109,-1.5262,1.5333,-1.5155,0.046309,-1.0298
-0.014057,-1.2788,-0.4635,0.64992,-1.0053,0.78012,0.85009,0.8296,-1.1937
-1.2226,-1.3973,0.52306,-1.5181,-0.22649,-0.49089,1.6894,1.395,0.94249
-0.56552,-0.95918,0.41614,-1.3986,-0.8647,0.7899,-0.71915,0.31916,0.39995
0.6057,0.43312,-0.023074,-1.6153,-0.84906,-0.43393,-1.0392,1.503,-1.3048
0.74944,0.74737,-1.1128,-1.7159,0.46208,-1.1881,0.16474,-1.5712,0.076126
-1.7133,-0.24153,0.69445,-0.6288,1.6946,0.94359,0.019647,1.3989,-0.36445
-0.57545,1.022,1.4798,0.061882,0.19125,-1.7016,1.5341,0.62561,0.88976
1.6737,-0.7989,1.18,0.32609,0.015719,-0.58941,-0.79967,-1.0864,0.14762
-1.3899,0.21565,0.15183,1.1332,-0.54354,-0.24086,1.0421,0.68211,-0.71559
0.1759,0.055354,-1.0924,-0.6249,1.6018,1.1104,1.02,-1.1583,-1.8401
1.5298,-1.2895,-1.4734,-0.40786,-0.095708,-1.1705,-0.044886,1.1003,-0.34689
-1.4494,-0.70201,1.1006,0.98722,0.38728,-0.98017,-1.4542,1.7197,-0.8977
-0.018943,-0.94142,-1.6626,1.0389,-0.19163,0.44322,0.47624,-0.4953,-0.70359
0.57966,-0.85066,-0.13259,0.06132,-1.5043,0.21755,1.5802,1.5241,-0.9963
0.68964,-1.373,0.26896,-1.12,-0.54071,0.83269,1.1512,1.186,1.0238
1.2,1.0218,-1.631,-1.583,0.0089946,0.13695,1.3628,0.91664,-0.33341
1.6791,-1.045,1.1414,-1.0876,-0.67914,0.50242,1.1866,1.4893,0.31281
0.5246,0.1295,-0.60028,1.5246,-0.93768,0.28663,1.6986,1.4163,-1.6278
-1.6733,-1.3893,-1.0157,-1.5899,1.4589,0.86362,-1.4587,-1.6982,1.3108
-0.96825,-0.87655,-0.9727,-0.8264,-1.6365,0.71732,-0.7034,-0.47858,-1.3011
-1.1225,0.4744,-1.7103,0.74607,1.2923,0.86218,0.89457,0.14323,-0.71073
-1.2422,-1.5107,-0.35746,-0.78196,0.71982,-0.8679,0.86964,0.40315,1.9331
-0.96115,0.95608,-0.84749,1.393,-0.92865,0.58131,-0.061953,1.6951,-0.47228
0.68475,-0.79768,-0.58838,-0.65705,-0.17187,-0.64093,-1.3213,-0.31786,-0.82855
1.3804,1.2355,-1.6556,-1.206,-1.0415,-0.39745,0.25093,-0.13993,-2.1575
-0.89078,0.56117,0.076678,1.3048,1.3584,-0.67574,-0.02796,-0.95535,0.53578
1.6956,-1.5093,-1.5183,-0.94982,1.3972,-0.032514,0.73851,-0.002716,1.9787
0.26382,0.075228,1.0667,-0.38756,-0.63414,0.90806,0.63808,-0.79823,-0.74154
-0.41256,0.017958,-0.40755,-1.5226,0.38163,-1.222,0.36646,-1.3023,0.626
0.93834,-0.044995,0.45225,0.050448,-1.0226,0.6194,-1.388,-0.3269,0.1728
0.2476,0.91936,0.92331,1.516,-0.060995,0.15372,0.81754,0.060031,-1.2327
0.83997,-0.15362,1.2258,0.47909,-1.367,1.2255,-0.68442,0.6579,-0.069138
-0.64071,1.6201,1.7178,1.56,1.1161,1.4744,-0.99928,-0.64844,-0.18588
-0.80595,-1.7108,-0.48272,0.34394,1.3682,-0.85725,-0.82844,-0.25392,1.2827
0.29129,1.0037,0.35539,-1.178,1.6882,-0.33588,0.10118,1.3365,-0.13678
-0.70706,0.48912,0.64577,-0.33227,0.8715,-1.3922,-0.49798,0.74554,-0.68084
1.5004,-1.7111,1.7029,1.6148,1.6956,1.2669,-0.71835,0.10099,-0.32039
-0.30039,-0.87781,1.6078,-0.60975,-1.0975,-1.0786,0.016631,-0.19078,1.2389
-0.39632,-1.0795,0.36951,0.30663,1.0519,1.1782,0.56604,-0.73192,-1.884
0.84757,-1.0824,-0.802,0.38321,0.75132,-0.65132,0.031714,-0.66557,1.6775
1.1064,0.91026,0.085456,-0.55449,-0.63185,-1.5463,0.061349,-0.90469,-0.08213
-1.7303,1.1708,0.98533,-1.0782,-1.1015,-1.2531,0.43291,0.77999,-0.23132
-0.029108,0.95623,-0.72487,0.31071,-0.14981,0.35779,-0.86811,1.1278,0.57832
-0.45029,0.46232,-1.1337,-0.818,0.0066977,0.8258,0.083601,1.0597,0.60947
-0.93863,-0.0027453,-0.65009,-0.47186,0.40058,0.099642,1.0165,0.52668,1.331
1.4938,-0.90785,1.188,-1.1549,-0.85632,-0.80783,1.1949,-1.4826,0.086062
0.44549,-1.479,-1.5312,-0.71534,-1.2021,-0.77638,-0.55521,-0.26962,-0.43769
-1.1871,0.28304,0.21566,1.4923,0.26216,-0.12598,0.45732,-0.7052,-1.6223
0.49983,-1.2207,1.1186,1.5826,1.5476,-0.35064,0.92737,-0.97566,-1.4971
-1.5718,-1.2389,-0.20662,-0.30818,-1.4278,0.27058,-0.51708,-1.2221,-0.47827
-1.604,0.15079,0.57861,0.86128,-0.26343,1.615,-0.26058,0.76078,-1.0161
0.76624,-0.16483,-1.5787,-0.72481,-1.5539,0.59907,0.36051,0.14508,-1.2773
-0.90055,1.611,-1.5137,1.5025,-0.5072,-1.1509,0.14834,1.0468,0.18456
0.5602,-1.1677,1.1327,-0.89765,1.4701,1.4958,-0.79981,1.6976,-1.0021
-1.68,-1.3833,1.4001,-0.60878,-0.38988,1.2939,0.45412,-0.66877,-0.79143
-0.18256,1.4041,-1.2111,0.67807,1.4078,-0.039619,0.64543,1.7123,0.92884
1.5241,1.2389,-0.6223,0.03848,0.15948,-0.2458,-0.55559,-0.94695,1.0172
0.12619,1.3411,-0.58532,-0.29184,-0.87196,0.66113,-0.52173,0.55237,-0.27329
-0.17494,-1.5768,1.6122,-1.6375,0.82193,-0.18806,0.48176,-1.0048,0.0012175
0.51144,-0.63811,0.88978,-0.13166,1.3452,-0.10254,-0.16628,-0.068991,0.049261
-1.2269,0.97015,1.184,1.6491,0.14564,-1.1226,1.564,-1.5823,-1.0111
-1.0217,1.2812,-1.7185,-0.038509,1.527,-1.6387,-0.44033,-0.33043,-0.3682
-1.6841,0.45704,-1.4837,1.2562,0.89124,-0.17346,1.1573,-1.015,-0.50577
-0.15446,-0.09568,1.052,0.00058647,-0.17047,-0.90862,0.13453,-1.3867,0.030257
0.60924,1.3914,-0.33314,0.25753,1.1855,-0.73691,-1.2199,0.72834,-0.59888
0.16371,0.41815,-1.5009,0.10799,-0.40522,-1.2834,0.94164,-1.4999,-1.1556
1.1348,-0.44269,-0.43226,-0.45799,-0.29314,-0.8711,1.4588,-0.64915,0.66592
1.4416,1.0509,-0.81951,1.5225,-0.74876,0.8444,-0.86119,0.36181,-0.80166
0.76649,1.1631,-1.6008,-0.032518,-0.9591,-1.1917,1.4115,-0.8782,-1.7853
-0.0025437,0.086082,1.347,-0.80988,-0.84463,0.40877,-1.3699,-0.56217,0.64525
-1.307,0.81914,0.64133,0.51763,-1.4501,0.46358,-0.44898,-1.6024,-1.6369
-0.93355,0.31642,1.049,-0.53908,1.2272,1.7198,1.15,-1.0983,-0.42331
0.079704,-0.11468,0.026372,1.4239,-0.26814,-0.24081,1.478,-0.94065,-1.4614
-1.6277,-0.30785,-1.1319,-0.75316,0.38103,0.50229,-0.44656,0.98398,1.236
-0.26139,1.0483,0.0049719,-0.79749,-1.216,1.6918,-0.32933,-1.5659,0.71261
-0.83515,-0.16106,-0.03528,-0.11764,0.87642,-0.10075,1.5969,-0.8855,-1.036
0.49484,-1.6503,0.82699,0.80202,-0.94084,-1.4862,-0.74633,-0.068338,0.96171
-1.6091,0.40159,-0.59457,0.0074199,0.25925,0.77936,-0.6189,-1.5474,0.24037
0.1485,0.42421,-0.47015,1.1715,0.11899,-0.6757,0.99167,1.4312,0.18769
-0.85003,1.6512,0.36138,-1.5408,0.54932,1.221,1.6625,-1.0173,-1.7665
-0.11193,-1.2382,0.25262,1.304,-0.39265,0.22317,-1.5268,-0.86349,0.83741
0.077947,-1.3393,1.0172,-0.85626,-0.87513,1.4327,0.36738,1.5453,0.24315
-1.5861,-1.2651,-0.78797,1.7191,0.2574,1.113,1.5277,0.48404,0.10365
1.416,1.1746,-0.32027,1.6743,0.63495,0.78212,-0.10627,1.0074,0.97672
0.68474,0.68074,0.79693,0.99519,0.0059844,-0.24821,-1.1451,1.3665,0.42047
-1.5823,-0.64728,-1.1972,1.7073,-1.0042,0.33262,-1.5207,-0.36176,0.24155
1.1124,-0.19045,0.16839,1.4902,-1.3754,-0.85371,1.338,-1.1387,-1.8662
0.80615,0.95487,0.20421,-1.613,0.85226,0.72866,-1.6361,-1.0927,0.64735
0.7327,-1.1829,-0.61058,-0.22545,1.5518,1.007,-0.8329,-1.5028,0.59059
0.2438,1.0922,-1.6249,-1.4231,1.1654,-0.17461,1.4066,0.12303,0.35507
-0.44496,0.77969,0.89984,-0.3289,-1.5683,-0.60335,0.4854,0.069138,0.052516
-1.0845,0.94367,-1.5295,-1.7046,-1.6383,-0.42119,1.2831,-1.6161,0.92827
0.25202,-0.57883,-0.43618,-1.145,0.54738,-1.2165,-0.68095,-0.11243,-1.6756
0.18818,-0.36812,1.5703,0.92501,-1.6576,1.1547,1.4944,0.65235,1.2704
0.084545,1.1645,-1.3317,-0.017108,0.60573,1.5644,-0.73332,0.070568,0.39571
1.0987,-1.0459,0.57218,-1.1149,0.079743,0.40744,1.6382,1.0944,0.68492
-1.2398,-1.2931,0.85754,-1.5933,-1.2743,-0.49871,1.2885,-0.43286,1.3666
0.080481,-0.41284,-1.1171,0.52702,0.39881,1.1005,-0.43079,0.5961,0.65817
-0.94565,1.4047,-1.529,-0.57514,-1.669,-0.76788,1.1784,-1.3507,-0.80535
0.76278,1.2269,-0.82192,0.317,-1.7167,-1.577,-1.4989,0.64678,2.0845
0.62248,0.79685,-1.2233,0.84491,0.52432,0.98029,-1.3821,-1.2506,0.057774
1.4686,-1.2279,0.32005,1.4684,0.37843,0.68225,-0.72565,1.0326,0.81392
0.63981,-0.1612,0.66048,0.37965,-0.74176,0.27262,-1.2881,1.2638,0.34164
-1.3678,0.79357,-1.7044,-0.56632,1.5734,1.0731,-0.30275,1.3321,1.0853
-1.445,-1.2849,0.013212,0.39891,-1.3355,-0.61293,-1.4578,-1.146,1.1764
1.2478,1.0952,-1.666,-0.96698,-1.2643,-1.6273,0.12273,1.0084,0.41014
-0.76626,0.72314,0.73475,0.89995,-1.115,0.21668,-0.33876,-0.83393,-0.69823
0.2981,0.71237,-1.3895,0.94819,1.6027,-0.60443,0.78342,-1.0641,0.37773
0.27302,-1.6612,0.87404,-1.5869,1.0113,-1.1402,-1.5798,-0.74678,-2.2752
0.062825,1.2158,-0.77004,-0.84869,0.015549,-0.28787,0.41179,-1.4757,0.33799
-1.2866,-1.6116,1.4551,-0.9982,0.67192,0.97098,0.11194,0.2477,0.47246
0.28781,1.3046,-1.3892,1.5777,-0.86203,1.2421,0.70822,-0.70518,1.7565
1.1239,-1.0761,0.44539,0.46254,0.74138,0.37159,0.55341,1.6237,0.30239
-0.32559,-0.69985,-0.80635,1.5725,-0.78397,1.1346,-1.3415,-0.21232,-1.0706
-1.6284,-0.49597,1.634,0.12001,-0.67923,0.14852,-1.6457,-0.62688,1.0119
-1.3829,-0.087748,0.25891,-1.031,1.5602,-0.0070025,1.171,-1.2802,0.37054
-0.35654,0.58561,1.6279,0.74407,-1.5626,0.35123,0.72559,-0.94689,0.32586
-0.58532,0.67218,1.308,-1.4418,0.6452,1.0625,0.19562,-0.27005,0.52187
-1.5243,0.30797,-0.40422,0.97564,0.9472,-0.045151,0.14555,0.38416,1.3393
-0.96029,-1.6187,-0.15944,1.395,-1.2195,-0.69613,-1.0311,0.36053,2.3749
0.23063,0.16886,-1.6458,0.77488,1.4921,0.044169,1.7027,-0.058539,-1.1598
1.1896,1.5088,-0.64528,1.0198,-1.0421,0.62822,0.38326,-0.49496,-0.1493
1.4928,1.0416,0.72297,-0.60886,1.6142,0.1589,-0.74778,1.5748,-0.58284
-0.33626,0.10011,-0.042655,-0.096809,0.48736,-0.55274,1.3147,-1.0708,-0.2703
0.76321,1.5426,0.28599,1.6638,0.1977,0.2652,0.95393,-0.051017,-0.47578
0.86132,0.70476,-0.13551,-0.755,-0.75373,1.6849,0.7771,-0.39825,0.88386
1.5047,1.6172,0.138,0.22561,0.15018,-1.1475,-0.49524,-0.34092,1.1615
0.14047,-1.6872,1.5753,1.4552,0.97492,0.82574,0.0032913,-1.2845,-0.42213
-0.50554,0.50127,0.90314,-0.16396,-0.049381,0.77483,0.36267,-1.0977,-1.2747
0.34321,1.5856,1.0428,1.4624,1.5539,-0.086819,1.2264,1.297,0.46942
0.59821,1.7233,1.6847,-1.475,-0.40969,1.4845,-0.52236,-1.0849,1.1585
-1.0136,0.18365,1.6794,0.054091,1.148,1.0389,0.39943,-1.2175,-1.3823
-0.49705,0.67696,-0.19706,1.3351,1.3574,-1.0815,-1.0027,-0.028517,0.40511
