x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,f
452.8,-6.2012,-0.049924,0.35551,-0.74689,-3.2104,-17.43,0.001049,-6.166,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,0.053351
-179.2,-9.2012,-0.44992,-0.17449,0.25311,-2.2104,12.57,0.002049,-0.066022,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.32964
-241.2,28.799,0.040076,0.06551,-0.84689,3.7896,-12.43,0.010049,-0.16602,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.093252
-317.2,22.799,-0.099924,0.10551,0.85311,5.7896,-17.43,-0.005951,-0.26602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
108.8,18.799,-0.059924,0.01551,-0.74689,0.78963,-3.4302,0.008049,-0.36602,0.00035048,0.00035415,0.00035417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.041959
301.8,-0.20122,0.27008,-0.12449,-0.64689,3.7896,9.5698,0.005049,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
446.8,-2.2012,-0.16992,0.00551,-0.84689,2.7896,-3.4302,-0.00095096,-0.26602,0.00035048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-181.2,15.799,-0.48992,0.03551,0.55311,0.78963,-2.4302,0.009049,0.033978,0.00015048,5.42E-05,5.42E-05,-4.35E-05,0.00010924,-1.81E-08,0.0002034,-3.01E-08,-4.34E-05,0.51766
16.796,-19.201,0.020076,-0.14449,-0.24689,-0.21037,15.57,0.029049,-0.26602,0.00055048,0.00055415,0.00055417,0.00055654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00055658,-0.20448
-155.2,61.799,-0.43992,-0.00449,0.45311,-8.2104,9.5698,-0.009951,0.23398,-0.00074952,-0.00074585,-0.00074583,-0.00074346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,0.22041
-53.204,-0.20122,0.28008,0.03551,0.25311,-2.2104,-1.4302,0.006049,-0.66602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.041959
345.8,-3.2012,-0.039924,-0.11449,-0.24689,2.7896,8.5698,-0.004951,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.14732
303.8,-18.201,-0.16992,0.05551,-0.84689,2.7896,-10.43,-0.00095096,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.041959
346.8,4.7988,0.18008,0.19551,-0.64689,-2.2104,-6.4302,0.009049,-3.166,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.097803
53.796,-44.201,-0.029924,-0.08449,-0.84689,3.7896,-4.4302,0.011049,2.534,0.00055048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.20448
-186.2,-18.201,-0.19992,-0.00449,0.25311,-8.2104,8.5698,-0.011951,1.134,-0.00064952,-0.00064585,-0.00064583,-0.00064346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,-0.041959
99.796,64.799,0.29008,0.28551,-0.34689,-0.21037,-25.43,-0.002951,-0.66602,-4.95E-05,-4.58E-05,-4.58E-05,5.65E-05,9.24E-06,-1.81E-08,-0.0001966,-3.01E-08,5.66E-05,0.097803
346.8,-11.201,-0.24992,-0.02449,-0.44689,-4.2104,8.5698,-0.005951,0.033978,-0.00024952,-0.00024585,-0.00024583,-0.00024346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,-0.041959
546.8,-20.201,-0.33992,-0.17449,0.25311,2.7896,13.57,0.005049,0.63398,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.32964
-4.2042,72.799,0.020076,0.05551,0.55311,0.78963,-8.4302,-0.008951,-0.066022,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.041959
139.8,-53.201,-0.28992,-0.07449,-1.7469,-4.2104,11.57,0.043049,-0.36602,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,0.25815
-189.2,-43.201,-0.13992,-0.06449,-0.64689,2.7896,3.5698,-0.00095096,0.33398,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
-108.2,-2.2012,0.19008,0.03551,1.0531,1.7896,-7.4302,-0.021951,0.033978,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.20448
-565.2,18.799,-0.48992,0.14551,1.0531,-7.2104,-5.4302,-0.011951,0.13398,-0.00054952,-0.00064585,-0.00064583,-0.00074346,0.00010924,-1.81E-08,0.0001034,-3.01E-08,-0.00074342,0.053351
-276.2,50.799,0.55008,0.02551,1.7531,-3.2104,1.5698,-0.012951,0.93398,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.097803
-525.2,46.799,0.23008,-0.04449,0.85311,5.7896,8.5698,-0.029951,-1.366,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.20448
-443.2,22.799,0.40008,0.00551,0.55311,5.7896,-6.4302,-0.001951,0.13398,0.00035048,0.00035415,0.00035417,0.00035654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.041959
-201.2,1.7988,-0.50992,-0.02449,0.35311,-0.21037,-7.4302,-0.017951,0.63398,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.0068313
-2.2042,-22.201,0.060076,-0.02449,-0.54689,-0.21037,-2.4302,-0.011951,1.534,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.041959
-188.2,32.799,-0.069924,0.08551,0.35311,-5.2104,2.5698,0.002049,-0.96602,-0.00024952,-0.00034585,-0.00034583,-0.00034346,0.00010924,-1.81E-08,0.0001034,-3.01E-08,-0.00034342,0.14036
25.796,-3.2012,-0.30992,-0.03449,0.25311,4.7896,-0.43021,-0.006951,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.14732
356.8,14.799,0.24008,-0.02449,1.0531,-0.21037,3.5698,-0.009951,-0.36602,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,0.0068313
254.8,5.7988,-0.44992,0.08551,-0.046894,-4.2104,7.5698,-0.006951,-0.86602,-0.00014952,-0.00024585,-0.00024583,-0.00034346,0.00010924,-1.81E-08,0.0001034,-3.01E-08,-0.00034342,-0.093252
-62.204,-0.20122,0.26008,0.00551,-0.44689,3.7896,-6.4302,-0.001951,-0.26602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
478.8,-0.20122,-0.15992,0.03551,-0.74689,-3.2104,-2.4302,0.010049,-0.16602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.041959
-27.204,-3.2012,0.090076,0.10551,0.15311,-2.2104,-5.4302,-0.008951,-0.16602,-0.0011495,-0.0011458,-0.0011458,-0.0011435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0011434,0.89413
-2.2042,0.79878,-0.10992,-0.07449,0.053106,4.7896,2.5698,-0.004951,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.2651
310.8,10.799,0.060076,-0.01449,-1.6469,3.7896,4.5698,0.008049,-0.46602,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.14732
405.8,-8.2012,-0.24992,0.00551,-0.74689,3.7896,-4.4302,-0.001951,-0.26602,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,0.18118
19.796,-14.201,0.010076,-0.23449,1.8531,6.7896,20.57,-0.009951,-0.16602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
497.8,11.799,0.30008,-0.06449,-0.54689,1.7896,10.57,0.013049,-0.36602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,0.25815
-130.2,-1.2012,-0.29992,-0.02449,-0.54689,-0.21037,-1.4302,0.007049,1.334,0.00015048,0.00015415,0.00015417,0.00015654,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.14732
-208.2,1.7988,0.060076,0.11551,1.4531,-1.2104,-12.43,-0.013951,-0.26602,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.093252
329.8,53.799,-0.19992,-0.18449,-1.2469,1.7896,22.57,0.014049,-1.066,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,0.097803
-436.2,-47.201,-0.049924,-0.08449,1.4531,2.7896,8.5698,-0.009951,-0.96602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.2651
-509.2,44.799,0.20008,0.16551,-1.1469,-4.2104,-14.43,0.005049,0.13398,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.14732
-178.2,-42.201,-0.45992,0.02551,-1.3469,-1.2104,2.5698,0.026049,-1.366,0.00045048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.2651
-239.2,-8.2012,-0.22992,0.10551,0.65311,-0.21037,-8.4302,-0.006951,-0.16602,-0.00084952,-0.00084585,-0.00084583,-0.00084346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00084342,0.76897
-391.2,14.799,-0.019924,0.00551,0.85311,-0.21037,4.5698,0.004049,-1.466,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.053351
-298.2,-21.201,-0.28992,-0.04449,0.053106,4.7896,-1.4302,-0.003951,0.13398,0.00045048,0.00035415,0.00035417,0.00025654,0.00010924,-1.81E-08,0.0001034,-3.01E-08,0.00025658,-0.093252
105.8,-10.201,0.23008,-0.06449,0.65311,-1.2104,7.5698,0.002049,-0.066022,-4.95E-05,-4.58E-05,-4.58E-05,5.65E-05,-0.00019076,-1.81E-08,-0.0001966,-3.01E-08,5.66E-05,-0.14732
-891.2,37.799,0.10008,0.07551,1.0531,3.7896,-10.43,-0.011951,-0.16602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.14732
-173.2,-21.201,0.080076,0.07551,0.15311,-9.2104,4.5698,0.011049,0.23398,-0.00044952,-0.00034585,-0.00034583,-0.00034346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.097803
-458.2,32.799,-0.29992,-0.02449,-1.7469,2.7896,-1.4302,0.008049,0.23398,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.20448
-256.2,-23.201,-0.49992,0.06551,0.053106,-7.2104,8.5698,-0.002951,-0.36602,-0.00084952,-0.0010458,-0.0010458,-0.0010435,0.00020924,-1.81E-08,3.40E-06,-3.01E-08,-0.0010434,0.42804
108.8,-17.201,0.66008,0.20551,0.75311,-6.2104,-8.4302,-0.001951,-0.066022,-0.00084952,-0.00084585,-0.00084583,-0.00084346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00084342,0.69998
-182.2,-7.2012,-0.11992,-0.09449,0.35311,4.7896,4.5698,-0.004951,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.2651
-177.2,31.799,-0.41992,0.06551,0.35311,0.78963,-12.43,-0.005951,0.43398,0.00015048,5.42E-05,5.42E-05,5.65E-05,0.00010924,-1.81E-08,0.0001034,-3.01E-08,5.66E-05,-0.14732
99.796,22.799,-0.30992,-0.02449,-0.14689,4.7896,-2.4302,-0.002951,0.033978,0.00035048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-128.2,2.7988,-0.38992,0.09551,1.1531,-0.21037,-11.43,-0.021951,0.033978,-0.00014952,-0.00034585,-0.00034583,-0.00034346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,-0.041959
-235.2,79.799,-0.31992,0.06551,-0.34689,2.7896,-11.43,-0.004951,0.13398,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.093252
-248.2,-6.2012,-0.0099241,0.01551,-0.24689,4.7896,-5.4302,-0.00095096,-0.066022,0.00035048,0.00035415,0.00035417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,0.097803
-758.2,-19.201,-0.67992,0.05551,-1.2469,-5.2104,8.5698,-0.012951,-1.866,-0.00024952,-0.00034585,-0.00034583,-0.00054346,0.00020924,-1.81E-08,0.0002034,-3.01E-08,-0.00054342,-0.14732
-187.2,-55.201,-0.16992,-0.09449,1.8531,6.7896,4.5698,-0.011951,-0.066022,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,0.097803
-207.2,-24.201,0.080076,-0.08449,-1.1469,3.7896,8.5698,0.015049,-0.46602,0.00055048,0.00055415,0.00055417,0.00055654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00055658,-0.14732
278.8,-23.201,0.29008,0.03551,-1.4469,-2.2104,0.56979,4.90E-05,0.13398,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.45882
190.8,-20.201,-0.25992,-0.07449,-2.8469,-0.21037,6.5698,0.020049,-0.16602,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.14732
-108.2,4.7988,0.080076,0.02551,0.85311,5.7896,-8.4302,-0.005951,-0.26602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.20448
105.8,24.799,-0.089924,0.11551,-1.1469,-11.21,10.57,0.013049,-0.56602,-0.00064952,-0.00064585,-0.00064583,-0.00064346,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.29451
322.8,21.799,-0.42992,0.05551,0.75311,5.7896,-6.4302,-0.004951,-3.266,0.00035048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
59.796,73.799,0.30008,0.03551,0.75311,5.7896,-10.43,4.90E-05,0.23398,0.00035048,0.00045415,0.00045417,0.00045654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,0.0068313
210.8,-1.2012,0.050076,-0.09449,-1.2469,-1.2104,10.57,0.008049,-0.16602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.053351
342.8,20.799,0.22008,-0.10449,-0.14689,4.7896,5.5698,0.004049,0.033978,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.093252
95.796,0.79878,0.42008,0.02551,-1.8469,-3.2104,1.5698,0.032049,-0.16602,0.00035048,0.00045415,0.00045417,0.00045654,-0.00019076,-1.81E-08,-9.66E-05,-3.01E-08,0.00045658,0.0068313
211.8,16.799,0.42008,-0.02449,-0.046894,3.7896,-0.43021,-0.003951,-0.26602,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,0.42804
71.796,10.799,0.10008,-0.03449,1.4531,-6.2104,8.5698,0.010049,0.33398,-0.00064952,-0.00064585,-0.00064583,-0.00064346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.45882
-46.204,44.799,-0.15992,-0.04449,-1.2469,-1.2104,8.5698,0.009049,-0.66602,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.093252
229.8,10.799,0.10008,-0.11449,-0.74689,3.7896,8.5698,0.007049,-0.066022,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.041959
-258.2,38.799,0.42008,0.12551,0.75311,-1.2104,-12.43,-0.005951,-0.16602,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.20448
-254.2,7.7988,-0.20992,0.09551,0.053106,-1.2104,-10.43,-0.006951,0.033978,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.041959
181.8,-13.201,0.25008,-0.05449,0.75311,1.7896,3.5698,-0.002951,-0.066022,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.18118
46.796,-39.201,-0.23992,-0.04449,-0.74689,-0.21037,4.5698,-0.005951,0.033978,5.05E-05,-4.58E-05,-4.58E-05,-4.35E-05,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.041959
-126.2,-10.201,-0.26992,0.11551,0.95311,-6.2104,-1.4302,-0.024951,-0.46602,-0.0013495,-0.0013458,-0.0013458,-0.0013435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0013434,0.3963
193.8,1.7988,-0.21992,0.00551,-0.74689,-4.2104,3.5698,0.009049,0.033978,-0.00024952,-0.00024585,-0.00024583,-0.00024346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,0.3296
338.8,49.799,0.39008,0.63551,-0.14689,-3.2104,-28.43,0.005049,-5.066,-0.00044952,-0.00044585,-0.00044583,-0.00044346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00044342,0.79095
129.8,-25.201,-0.46992,-0.06449,0.053106,-0.21037,6.5698,-0.013951,-0.066022,-0.00014952,-0.00024585,-0.00024583,-0.00024346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,-0.093252
-506.2,-5.2012,-0.039924,0.18551,1.0531,1.7896,-26.43,-0.031951,0.53398,-0.00024952,-0.00034585,-0.00034583,-0.00034346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,-0.20448
-308.2,-9.2012,0.10008,-0.17449,0.65311,4.7896,15.57,-0.00095096,1.434,0.00025048,0.00035415,0.00035417,0.00035654,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.2651
-68.204,46.799,0.41008,0.14551,1.0531,3.7896,-20.43,0.003049,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
-582.2,-4.2012,0.26008,-0.02449,1.7531,4.7896,0.56979,-0.013951,-0.16602,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.2651
-143.2,-19.201,0.20008,0.06551,-0.046894,-8.2104,5.5698,0.003049,0.033978,-0.00054952,-0.00044585,-0.00044583,-0.00044346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00044342,0.0068313
303.8,-10.201,0.40008,-0.04449,-1.4469,-2.2104,7.5698,0.027049,-0.066022,0.00035048,0.00035415,0.00035417,0.00045654,-0.00019076,-1.81E-08,-9.66E-05,-3.01E-08,0.00045658,0.0068313
-80.204,-19.201,0.11008,-0.09449,-0.54689,-3.2104,2.5698,0.005049,1.334,-0.00024952,-0.00034585,-0.00034583,-0.00044346,0.00020924,-1.81E-08,0.0001034,-3.01E-08,-0.00044342,0.3963
-146.2,-7.2012,-0.43992,-0.16449,-0.84689,-10.21,8.5698,4.90E-05,3.734,-0.00094952,-0.0010458,-0.0010458,-0.0010435,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.0010434,0.36351
404.8,12.799,0.60008,0.16551,-1.4469,-0.21037,-24.43,0.020049,-0.56602,0.00035048,0.00045415,0.00045417,0.00045654,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,0.0068313
-123.2,-7.2012,-0.49992,0.20551,0.15311,-9.2104,-1.4302,-0.00095096,-0.066022,-0.0019495,-0.0019458,-0.0019458,-0.0019435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0019434,0.81246
433.8,-67.201,-0.43992,-0.11449,0.15311,-6.2104,18.57,-0.009951,-0.16602,-0.0013495,-0.0013458,-0.0013458,-0.0013435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0013434,0.48867
13.796,6.7988,0.45008,-0.07449,1.0531,0.78963,10.57,-0.007951,-0.86602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.14732
382.8,47.799,0.35008,-0.08449,-0.64689,3.7896,11.57,0.009049,-0.56602,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.14732
55.796,17.799,-0.14992,-0.06449,0.75311,1.7896,4.5698,-0.003951,-0.16602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.041959
141.8,43.799,-0.49992,0.20551,0.15311,-8.2104,-12.43,-0.015951,0.43398,-0.00064952,-0.00064585,-0.00064583,-0.00064346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.0068313
361.8,9.7988,0.26008,0.08551,0.25311,4.7896,1.5698,0.006049,-2.366,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.093252
-16.204,4.7988,-0.21992,-0.11449,-0.74689,-0.21037,11.57,0.013049,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.2651
1.7958,43.799,-0.11992,0.22551,0.35311,3.7896,-27.43,-0.006951,-0.16602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
169.8,-7.2012,0.51008,-0.13449,-0.34689,3.7896,10.57,0.005049,-0.066022,0.00035048,0.00045415,0.00045417,0.00045654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.20448
269.8,10.799,0.10008,-0.07449,0.053106,3.7896,3.5698,0.002049,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
34.796,-14.201,-0.30992,-0.14449,1.0531,1.7896,10.57,-0.00095096,0.23398,0.00025048,0.00025415,0.00025417,0.00015654,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
-151.2,17.799,0.51008,0.12551,1.7531,2.7896,-13.43,-0.019951,-1.066,-0.00044952,-0.00014585,-0.00014583,-4.35E-05,-0.00039076,-1.81E-08,-0.0001966,-3.01E-08,-4.34E-05,0.0068313
-202.2,13.799,0.12008,0.16551,0.55311,0.78963,-11.43,-0.004951,-0.36602,-0.00084952,-0.00074585,-0.00074583,-0.00074346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,0.81246
-128.2,44.799,0.27008,0.14551,0.55311,-1.2104,-11.43,-0.019951,-0.76602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,-0.093252
-35.204,-4.2012,-0.33992,-0.03449,-0.74689,-1.2104,8.5698,0.022049,-1.566,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.041959
100.8,22.799,0.60008,0.22551,1.0531,-2.2104,-14.43,-0.023951,-0.26602,-0.0012495,-0.0012458,-0.0012458,-0.0012435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0012434,0.72351
-142.2,0.79878,0.25008,0.01551,-0.74689,-3.2104,1.5698,0.009049,0.033978,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.20448
-36.204,-84.201,-0.13992,-0.20449,-0.84689,-0.21037,28.57,0.016049,-1.266,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.2651
-78.204,-12.201,-0.50992,0.20551,1.7531,-3.2104,-17.43,-0.00095096,-0.56602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.14036
-183.2,4.7988,0.050076,0.07551,0.15311,0.78963,-10.43,-0.014951,0.13398,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.20448
-61.204,29.799,0.18008,0.03551,-0.44689,3.7896,-7.4302,0.002049,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
-107.2,13.799,-0.079924,-0.02449,-0.74689,1.7896,-2.4302,0.005049,0.33398,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.14732
-123.2,-18.201,0.20008,0.18551,1.7531,-5.2104,-9.4302,-0.029951,0.33398,-0.0016495,-0.0016458,-0.0016458,-0.0016435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0016434,0.5999
47.796,2.7988,0.17008,0.05551,0.053106,3.7896,-10.43,-0.002951,-0.16602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.14732
